"nom_lieu";"raison_sociale";"statut";"type_declarant";"code_postal";"departement";"region";"code_naf";"numero";"date_validite";"latitude";"longitude"
"dikkenek café / clsdikk";"CLSDIKK";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"69004";"Rhône";"Auvergne-Rhône-Alpes";"56.30Z";"1-000028";"2025-06-06";"45.78978927532068";"4.819006005165525"
"Le Sabot d'Or";"COMMUNE DE SAINT GILLES";"Invalidé";"un organisme public ou mixte";"35590";"Ille-et-Vilaine";"Bretagne";"84.11Z";"1-PLATESV-R-2020-005424";"";"48.13851968209056";"-1.821864430768027"
"La Bascule";"CC DOMES SANCY ARTENSE";"Valide";"un organisme public ou mixte";"63690";"Puy-de-Dôme";"Auvergne-Rhône-Alpes";"84.11Z";"PLATESV-R-2020-003524";"2025-06-20";"45.64548613404617";"2.87869150840139"
"Bistrot La Moussette";"POMMIER";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"50590";"Manche";"Normandie";"56.30Z";"1-000040";"2025-06-04";"48.99785415332976";"-1.557741032647933"
"LE PHENIX";"LE PHENIX SCENE NATIONALE VALENCIENNES METROPOLE";"Valide";"un organisme public ou mixte";"59300";"Nord";"Hauts-de-France";"70.10Z";"1-000043";"2025-05-29";"50.354439299290554";"3.481940217843035"
"Le Neo";"LE NEO";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"84800";"Vaucluse";"Provence-Alpes-Côte d'Azur";"56.30Z";"1-000059";"2025-07-13";"43.874302623693";"5.083068118697073"
"BARRACUDA";"JOUFFROY D'ABBANS";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"83170";"Var";"Provence-Alpes-Côte d'Azur";"70.10Z";"1-000060";"";"43.44262025104133";"6.191180147530264"
"Centre Culturel Jacques Prévert";"COMMUNE D AIXE SUR VIENNE";"Valide";"un organisme public ou mixte";"87700";"Haute-Vienne";"Nouvelle-Aquitaine";"84.11Z";"PLATESV-R-2020-006491";"2025-05-29";"45.78270428354508";"1.190413944784998"
"Espace Culturel Le Poulpe";"COMMUNE DE PLESCOP";"Valide";"un organisme public ou mixte";"56890";"Morbihan";"Bretagne";"84.11Z";"1-000073";"2025-05-30";"47.72744260864324";"-2.754096776612012"
"Le Bal à Aude";"MUSIC'AL SOL";"Valide";"une association de loi 1901 ou 1908";"11800";"Aude";"Occitanie";"90.01Z";"1-000074";"2025-06-01";"43.313663840057565";"2.431126565681421"
"BYBLOS BEACH";"BYBLOS BEACH";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"83350";"Var";"Provence-Alpes-Côte d'Azur";"56.10A";"1-000079";"2025-05-30";"43.258355323270095";"6.703687924873202"
"Hot Club de Lyon";"HOT CLUB DE LYON CLUB DE JAZZ";"Invalide";"une association de loi 1901 ou 1908";"69001";"Rhône";"Auvergne-Rhône-Alpes";"90.01Z";"PLATESV-D-2020-002353";"";"45.76626798822045";"4.839757825182551"
"Piscine Pierre et marie Curie";"FIAT LUX";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"68200";"Haut-Rhin";"Grand-Est";"90.01Z";"1-000094";"2025-05-31";"47.66086140246042";"7.384370923815062"
"Micro-folie de Taverny";"COMMUNE DE TAVERNY";"Valide";"un organisme public ou mixte";"95150";"Val-d'Oise";"Île-de-France";"84.11Z";"1-000117";"2025-06-01";"49.01179640488736";"2.223896180199549"
"Théâtre Luc Donat";"ASSOCIATION GESTION THEATRE DU TAMPON";"Valide";"une association de loi 1901 ou 1908";"97430";"La Réunion";"La Réunion";"90.04Z";"PLATESV-R-2020-003117";"2025-06-01";"-21.29991298395292";"55.51667782216619"
"LE PIN GALANT";"SNC LE PIN GALANT";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"33700";"Paris";"Île-de-France";"90.04Z";"1-000126";"2025-06-05";"48.86360830499074";"2.310390240755495"
"sos buzancy";"SOC OMNISPORTS";"Valide";"une association de loi 1901 ou 1908";"08240";"Ardennes";"Grand-Est";"93.12Z";"1-000177";"2025-06-12";"49.48281094801939";"4.965153442053571"
"HALLE DE MARTIGUES";"JLT DANCE COMPAGNY";"Invalide";"une association de loi 1901 ou 1908";"13117";"Bouches-du-Rhône";"Provence-Alpes-Côte d'Azur";"90.01Z";"1-000178";"";"43.62210844888057";"5.129978978848148"
"AFTER BEACH";"AFTER BEACH";"Invalide";"";"83310";"Var";"Provence-Alpes-Côte d'Azur";"56.10A";"1-000191";"";"43.17204947344919";"6.452086562381315"
"Cirque de la Guirlande";"DE LA GUIRLANDE";"Valide";"une association de loi 1901 ou 1908";"26130";"Drôme";"Auvergne-Rhône-Alpes";"90.01Z";"1-000197";"2025-07-12";"44.332749564418066";"4.823773091005114"
"THEATRE CHRISTIAN LIGER - CENTRE PABLO NERUDA";"COMMUNE DE NIMES";"Valide";"un organisme public ou mixte";"30000";"Gard";"Occitanie";"84.11Z";"PLATESV-R-2020-005916";"2025-06-19";"43.85699727651694";"4.23970505248995"
"ARENES DE NÎMES";"COMMUNE DE NIMES";"Valide";"un organisme public ou mixte";"30000";"Gard";"Occitanie";"84.11Z";"PLATESV-R-2020-005920";"2025-06-19";"43.85699727651694";"4.23970505248995"
"Anaiak Sables d'Or";"SURF LEGEND";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"64600";"Pyrénées-Atlantiques";"Nouvelle-Aquitaine";"56.10C";"1-000206";"2025-06-06";"43.48838625267919";"-1.497756927770707"
"L'Humoristik";"LA GIRAFE QUI SE PEIGNE";"Invalide";"une association de loi 1901 ou 1908";"26200";"Rhône";"Auvergne-Rhône-Alpes";"94.99Z";"1-000213";"";"45.76626798822045";"4.839757825182551"
"Le Cube";"COMMUNE DE LONGUE-JUMELLES";"Valide";"un organisme public ou mixte";"49160";"Maine-et-Loire";"Pays-de-la-Loire";"84.11Z";"1-000220";"2025-06-05";"47.37159765909063";"-0.00631162844517"
"Pingpong";"PINGPONG COWORK";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"12100";"Aveyron";"Occitanie";"68.20B";"1-000233";"2025-06-06";"44.10860334957689";"3.324164627379593"
"La Cahuette";"LA CAHUETTE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"22630";"Côtes d'Armor";"Bretagne";"56.10C";"1-000236";"2025-06-06";"48.35686206497657";"-2.021194085427112"
"Guinguette L'Éphémère";"MON P'TIT CAMION";"Valide";"une association de loi 1901 ou 1908";"29800";"Ille-et-Vilaine";"Bretagne";"94.99Z";"1-000237";"2025-06-06";"48.1313338944494";"-1.7398665480806"
"O'TRUCK PARK";"RFG";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"41260";"Loir-et-Cher";"Centre-Val de Loire";"70.10Z";"1-000259";"2025-06-07";"47.621230658368376";"1.343375284444259"
"Le Millesium";"SNC LE MILLESIUM II";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"51530";"Marne";"Grand-Est";"90.04Z";"PLATESV-D-2019-001388";"2025-06-08";"49.01797283075565";"3.88459011306824"
"Guinguette La Chapelloise";"COMMUNE DE LA CHAPELLE SAINT MESMIN";"Valide";"un organisme public ou mixte";"45380";"Loiret";"Centre-Val de Loire";"84.11Z";"1-000280";"2025-06-08";"47.90033601921649";"1.859660803813051"
"L'officinice de la belette";"BRICK & BRACK";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"57500";"Moselle";"Grand-Est";"56.10A";"1-000281";"2025-06-19";"49.08891245051671";"6.65880622996711"
"Espace Robert Manuel";"COMMUNE DE ROQUEBRUNE SUR ARGENS";"Valide";"un organisme public ou mixte";"83380";"Var";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-000286";"2025-06-08";"43.35214324375432";"6.715737260317167"
"AUDITORIUM DU CHATEAU DE TOURTOIRAC";"CHARTREUSE DE TOURTOIRAC";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"24390";"Dordogne";"Nouvelle-Aquitaine";"90.04Z";"1-000293";"2025-06-08";"45.29427809424164";"1.037385823310601"
"auditorium Marthe Condat";"FOXX-ARTS (FXXA)";"Invalide";"une association de loi 1901 ou 1908";"31000";"Haute-Garonne";"Occitanie";"90.01Z";"1-000297";"";"43.57981812964412";"1.504687928408735"
"Espace Kev ADAMS";"METAPHORES";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"13006";"Bouches-du-Rhône";"Provence-Alpes-Côte d'Azur";"90.04Z";"PLATESV-R-2020-595700";"";"43.266046946047496";"5.285934505741291"
"Espace Rencontre et Culture";"A 2 PAS DE LA SCENE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"05200";"Hautes-Alpes";"Provence-Alpes-Côte d'Azur";"90.02Z";"1-000316";"2025-08-25";"44.57265503592535";"6.392655898594436"
"LE COCOONING, salon de thé, Arts e Loisirs";"LE COCOONING : SALON DE THE, ARTS ET LOISIRS";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"29360";"Finistère";"Bretagne";"56.10C";"1-000317";"2025-06-11";"47.764182932929955";"-3.555132685317218"
"Les Ostals";"MARTAZ";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"34500";"Hérault";"Occitanie";"55.10Z";"1-000321";"2025-06-11";"43.296363571110874";"3.317739765443969"
"Le Sabot d'Or";"COMMUNE DE SAINT GILLES";"Valide";"un organisme public ou mixte";"35590";"Ille-et-Vilaine";"Bretagne";"84.11Z";"PLATESV-R-2020-005424";"2025-06-11";"48.13851968209056";"-1.821864430768027"
"Théâtre des Chartreux";"EQUIVOG THEATRE D AVENTURE";"Invalide";"une association de loi 1901 ou 1908";"13004";"Bouches-du-Rhône";"Provence-Alpes-Côte d'Azur";"90.01Z";"1-000329";"";"43.29550764059768";"5.406741174562352"
"Théâtre des Ursulines";"LE CARRE SCENE NATIONALE";"Valide";"une association de loi 1901 ou 1908";"53200";"Mayenne";"Pays-de-la-Loire";"90.01Z";"PLATESV-D-2020-003323";"2025-06-11";"47.73339940223534";"-0.653642321781466"
"Château de Châteauneuf";"REGION BOURGOGNE-FRANCHE-COMTE";"Invalide";"un organisme public ou mixte";"21320";"Côte-d'Or";"Bourgogne-Franche-Comté";"84.11Z";"PLATESV-D-2020-003638";"";"47.30189046349938";"5.09705777611296"
"LA GIRAFE";"ET COMPAGNIE";"Valide";"une association de loi 1901 ou 1908";"69001";"Rhône";"Auvergne-Rhône-Alpes";"90.01Z";"1-000341";"2025-06-12";"45.764711956578246";"4.83048499174066"
"NA";"SONODRONE";"Invalide";"";"35000";"Paris";"Île-de-France";"90.02Z";"1-000349";"";"48.86957652370996";"2.325888016639641"
"ESPACE JEAN CARMET - MAISON DE QUARTIER";"COMMUNE D'ETAMPES";"Valide";"un organisme public ou mixte";"91150";"Essonne";"Île-de-France";"84.11Z";"PLATESV-R-2020-006328";"2025-08-02";"48.371788060091774";"2.267098564692069"
"CASINO DU BOULOU";"CASINO DU BOULOU";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"66160";"Pyrénées-Orientales";"Occitanie";"92.00Z";"PLATESV-R-2020-005666";"2025-06-12";"42.534294573737064";"2.852513129811301"
"CABARET PAILLETTE";"CABARET PAILLETTE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"09210";"Ariège";"Occitanie";"56.30Z";"1-000358";"2025-06-14";"43.244629427134356";"1.352427135641914"
"UP 26";"UP 26 EVENT";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"91160";"Essonne";"Île-de-France";"90.01Z";"1-000366";"2025-07-22";"48.68751438100326";"2.328326773881452"
"Espace Jeunes Adultes";"COMMUNE DE LOON PLAGE";"Valide";"un organisme public ou mixte";"59279";"Nord";"Hauts-de-France";"84.11Z";"PLATESV-R-2020-003470";"2025-06-14";"50.959228698511765";"2.269581935630425"
"LE RACK'AM";"COMMUNE DE BRETIGNY SUR ORGE";"Valide";"un organisme public ou mixte";"91220";"Essonne";"Île-de-France";"84.11Z";"PLATESV-R-2020-006508";"2025-06-13";"48.5904024046126";"2.338537981768164"
"TRINQUETTE JAZZ CLUB";"CERCLE ARTISTIQUE DE LA TRINQUETTE";"Valide";"une association de loi 1901 ou 1908";"06230";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"94.99Z";"1-000367";"2025-08-07";"43.69626624268494";"7.30399837295256"
"Cirque Mondial";"CHAPITEAUX AND CO";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75012";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"93.29Z";"PLATESV-D-2020-001135";"2025-06-13";"43.72368306630774";"7.321258346758294"
"Eglise St Martin";"COMMUNE DE LOON PLAGE";"Valide";"un organisme public ou mixte";"59279";"Nord";"Hauts-de-France";"84.11Z";"PLATESV-R-2020-003485";"2025-06-14";"50.959228698511765";"2.269581935630425"
"L'USINE";"PHIL & OD";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"83700";"Var";"Provence-Alpes-Côte d'Azur";"56.30Z";"1-000373";"";"43.407391796775585";"6.774501162729764"
"Parc d'expositions de Langolvas dit ""Lango""";"COMMUNAUTE D'AGGLOMERATION DE MORLAIX COMMUNAUTE";"Valide";"un organisme public ou mixte";"29610";"Finistère";"Bretagne";"68.20B";"1-000374";"2025-06-13";"48.56714332289574";"-3.799807185329911"
"Salle Coluche - Académie de Musique";"COMMUNE DE LOON PLAGE";"Valide";"un organisme public ou mixte";"59279";"Nord";"Hauts-de-France";"84.11Z";"PLATESV-R-2020-003398";"2025-06-14";"50.959228698511765";"2.269581935630425"
"La Clé del Sol";"LA CLE DEL SOL";"Valide";"une association de loi 1901 ou 1908";"66320";"Pyrénées-Orientales";"Occitanie";"90.01Z";"1-000377";"2025-06-18";"42.51661428836443";"2.460083428245297"
"DOMAINE DU LAC";"LPF EVENTS";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"21370";"Côte-d'Or";"Bourgogne-Franche-Comté";"56.10C";"PLATESV-R-2020-005460";"2025-06-20";"47.27595367158208";"4.897125500696025"
"Château de Fléville";"VOIX ET LUMIERE DE JEHANNE";"Invalide";"une association de loi 1901 ou 1908";"54710";"Vosges";"Grand-Est";"90.01Z";"1-000386";"";"48.37343092057804";"5.749083345236377"
"Théâtre La Passerelle";"THEATRE LA PASSERELLE ASSOC DE DEVELOPPEMENT CULTUREL DE GAP ET DES HTES ALPES";"Valide";"une association de loi 1901 ou 1908";"05000";"Hautes-Alpes";"Provence-Alpes-Côte d'Azur";"90.04Z";"PLATESV-R-2020-004395";"2025-06-13";"44.52063967352373";"5.977986183298479"
"Parc Galamé - Maison de la Nature";"COMMUNE DE LOON PLAGE";"Valide";"un organisme public ou mixte";"59279";"Nord";"Hauts-de-France";"84.11Z";"PLATESV-R-2020-003501";"2025-06-14";"50.959228698511765";"2.269581935630425"
"RING-scène périphérique";"LE RING";"Valide";"une association de loi 1901 ou 1908";"31200";"Haute-Garonne";"Occitanie";"90.04Z";"PLATESV-D-2020-000601";"2025-06-13";"43.57981812964412";"1.504687928408735"
"LA CHARPENTE";"LA CHARPENTE";"Valide";"une association de loi 1901 ou 1908";"37400";"Indre-et-Loire";"Centre-Val de Loire";"90.01Z";"PLATESV-D-2023-001377";"2025-06-13";"47.37925954945582";"0.942642646766024"
"MAISON DE L'UNIVERSITE - DIRECTION DE LA CULTURE - UNIVERSITE DE ROUEN NORMANDIE";"UNIVERSITE DE ROUEN-NORMANDIE";"Valide";"un organisme public ou mixte";"76130";"Seine-Maritime";"Normandie";"85.42Z";"PLATESV-R-2020-009771";"2025-07-10";"49.45167040389351";"1.079332300218635"
"L'EMBARCADERE";"L'EMBARCADERE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"49250";"Maine-et-Loire";"Pays-de-la-Loire";"56.10A";"1-000403";"2025-06-12";"47.41676247644099";"-0.456903968941552"
"Salle Espace 2000- Célestin Blévin";"COMMUNE DE GRAND CHAMP";"Valide";"un organisme public ou mixte";"56390";"Morbihan";"Bretagne";"84.11Z";"1-000409";"2025-07-20";"47.72744260864324";"-2.754096776612012"
"Scène extérieure - carré du sanglier - Jardin des Tuileries";"L'ETE PARISIEN";"Valide";"une association de loi 1901 ou 1908";"75001";"Paris";"Île-de-France";"90.01Z";"1-000417";"2025-07-27";"48.8271187994265";"2.292292946367538"
"Le Beffroi";"COMMUNE DE DIVES SUR MER";"Invalide";"un organisme public ou mixte";"14160";"Calvados";"Normandie";"84.11Z";"1-000420";"";"49.250951702849385";"-0.071694466044302"
"LE TANTRA";"HYDE B";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"97200";"Martinique";"Martinique";"56.30Z";"1-000427";"";"14.654780497791647";"-61.09286214721716"
"LE MADISON";"SARL BL";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"03430";"Allier";"Auvergne-Rhône-Alpes";"93.29Z";"1-000433";"2025-06-22";"46.51246147136676";"2.820847619310801"
"SAS CAMPING LA FERME DE LA SERRAZ";"LA FERME DE LA SERRAZ";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"74210";"Haute-Savoie";"Auvergne-Rhône-Alpes";"55.30Z";"1-000437";"2025-06-15";"45.78681875382025";"6.251692896915928"
"Ô Cargo";"ROCALYRA";"Invalidé";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"84000";"Vaucluse";"Provence-Alpes-Côte d'Azur";"56.10A";"1-000441";"";"43.996639891561024";"4.845568850662445"
"CAFE THEATRE DE LA GARGOUILLE";"COMPAGNIE ACALY";"Valide";"une association de loi 1901 ou 1908";"02000";"Aisne";"Hauts-de-France";"90.02Z";"PLATESV-R-2020-007456";"2025-06-15";"49.33954650650817";"3.385831076735928"
"Art'Rhena";"CC ALSACE RHIN BRISACH";"Valide";"un organisme public ou mixte";"68600";"Haut-Rhin";"Grand-Est";"84.11Z";"PLATESV-D-2020-002404";"2025-06-25";"47.995637542603845";"7.517261607011451"
"CAFE THEATRE ST MEDARD";"COMPAGNIE ACALY";"Valide";"une association de loi 1901 ou 1908";"02200";"Aisne";"Hauts-de-France";"90.02Z";"PLATESV-R-2020-007456";"2025-06-15";"49.33954650650817";"3.385831076735928"
"Brasserie le jack?son";"LE JACK'SON";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"83700";"Var";"Provence-Alpes-Côte d'Azur";"56.10A";"PLATESV-R-2022-010360";"";"43.407391796775585";"6.774501162729764"
"LE TRIANGLE";"CENTRE CULTUREL TRIANGLE";"Valide";"une association de loi 1901 ou 1908";"35200";"Ille-et-Vilaine";"Bretagne";"90.04Z";"PLATESV-R-2020-003782";"2025-06-12";"48.1313338944494";"-1.7398665480806"
"Salle des Fêtes Jean Lurçat";"COMMUNE D'ETAMPES";"Valide";"un organisme public ou mixte";"91150";"Essonne";"Île-de-France";"84.11Z";"PLATESV-R-2020-006337";"2025-08-02";"48.371788060091774";"2.267098564692069"
"Le Rex";"LE CARRE SCENE NATIONALE";"Valide";"une association de loi 1901 ou 1908";"53200";"Mayenne";"Pays-de-la-Loire";"90.01Z";"PLATESV-D-2020-003324";"2025-06-12";"47.73339940223534";"-0.653642321781466"
"LA DISTILLERIE";"LES ACTEURS DE LA DISTILLERIE";"Valide";"une association de loi 1901 ou 1908";"13400";"Bouches-du-Rhône";"Provence-Alpes-Côte d'Azur";"90.01Z";"PLATESV-R-2019-000023";"2025-08-06";"43.32077823575013";"5.522817415208414"
"L'Aqueduc";"COMMUNE DE DARDILLY";"Invalide";"un organisme public ou mixte";"69570";"Rhône";"Auvergne-Rhône-Alpes";"84.11Z";"PLATESV-R-2020-009553 (ou L-R-20-9553)";"";"45.787640755121274";"4.732006838696996"
"Université Rennes 2 Le Tambour";"UNIVERSITE RENNES  II  HAUTE BRETAGNE";"Valide";"un organisme public ou mixte";"35000";"Ille-et-Vilaine";"Bretagne";"85.42Z";"PLATESV-R-2020-004203";"2025-06-15";"48.1313338944494";"-1.7398665480806"
"Médiathèque Marcel Pagnol";"COMMUNE DE LOON PLAGE";"Valide";"un organisme public ou mixte";"59279";"Nord";"Hauts-de-France";"84.11Z";"PLATESV-R-2020-003486";"2025-06-14";"50.959228698511765";"2.269581935630425"
"MLC BELLE ISLE - SALLE GASTON COUTE";"MAISON DES LOISIRS ET DE LA CULTURE DE CHATEAUROUX";"Valide";"une association de loi 1901 ou 1908";"36000";"Indre";"Centre-Val de Loire";"90.01Z";"PLATESV-R-2022-001532";"2025-06-14";"46.80587001374244";"1.742000770886587"
"Jardin de Verre";"ASS DEVEL ARTISTIQUE JARDIN DE VERRE";"Valide";"une association de loi 1901 ou 1908";"49300";"Maine-et-Loire";"Pays-de-la-Loire";"90.04Z";"PLATESV-D-2020-003093";"2025-06-15";"47.01500447223879";"-0.873470489130741"
"Association des Courses de la Côte d'Azur";"SOC DES COURSES COTE D AZUR";"Invalidé";"une association de loi 1901 ou 1908";"06800";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"93.11Z";"PLATESV-R-2020-000824";"";"43.69326186832693";"7.164030457179819"
"Cirque de Vérone";"DUPEYRON-PRIN LEVY";"Valide";"";"71100";"Oise";"Hauts-de-France";"93.21Z";"PLATESV-D-2020-003017";"2025-06-17";"49.400759372187835";"2.01637040265218"
"AU PETIT PARIS";"AU PETIT PARIS";"Invalide";"une association de loi 1901 ou 1908";"52100";"Haute-Marne";"Grand-Est";"94.99Z";"PLATESV-D-2020-004382";"";"48.688851727425025";"4.910998912718642"
"Chapiteau musical";"LE CIRQUE MUSICAL";"Valide";"une association de loi 1901 ou 1908";"78000";"Yvelines";"Île-de-France";"90.01Z";"1-000488";"2025-06-14";"48.8284864290046";"2.148481478955964"
"Comédie de Ferney";"COMMUNE DE FERNEY-VOLTAIRE";"Valide";"un organisme public ou mixte";"01210";"Ain";"Auvergne-Rhône-Alpes";"84.11Z";"1-000490";"2025-07-30";"46.294115685071";"6.087774779682083"
"12 rue de Filstroff";"DESMIRACLES";"Valide";"une association de loi 1901 ou 1908";"57320";"Moselle";"Grand-Est";"90.01Z";"1-000492";"2025-06-15";"49.00872483822192";"6.044762190793292"
"NINKASI";"HIGIE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"34000";"Hérault";"Occitanie";"56.10A";"1-000498";"2025-06-22";"43.58419719057373";"3.848177489912243"
"Place rouge";"DESMIRACLES";"Valide";"une association de loi 1901 ou 1908";"57680";"Moselle";"Grand-Est";"90.01Z";"1-000499";"2025-06-15";"49.00872483822192";"6.044762190793292"
"Ensemble Socio Culturel Omega";"COMMUNE DE SAINTE-MARIE-LA-MER";"Valide";"un organisme public ou mixte";"66470";"Pyrénées-Orientales";"Occitanie";"84.11Z";"PLATESV-D-2021-006976";"2025-06-18";"42.73507124112803";"2.995710291518724"
"Le Petit faucheux";"LE PETIT FAUCHEUX";"Valide";"une association de loi 1901 ou 1908";"37000";"Indre-et-Loire";"Centre-Val de Loire";"90.04Z";"PLATESV-R-2021-000481";"2025-06-18";"47.361715482696674";"0.689210702589968"
"Resort Barrière Ribeauvillé";"SOCIETE D'EXPLOITATION DU COMPLEXE TOURISTIQUE DE RIBEAUVILLE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"68150";"Haut-Rhin";"Grand-Est";"92.00Z";"PLATESV-R-2020-004348";"2025-06-18";"48.1754440994281";"7.36731736029272"
"Régie Personnalisée du Nouvel Espace Culturel";"REGIE PERSON NOUVEL ESPACE CULTUREL";"Valide";"un organisme public ou mixte";"42270";"Loire";"Auvergne-Rhône-Alpes";"90.01Z";"PLATESV-R-2020-005992";"2025-07-24";"45.46409982042864";"4.369914112486775"
"Espace Culturel Intercommunal";"CC SUD VENDEE LITTORAL";"Valide";"un organisme public ou mixte";"85580";"Vendée";"Pays-de-la-Loire";"84.11Z";"PLATESV-D-2022-006355";"2025-06-18";"46.47464284721042";"-1.079154036668056"
"Le Samovar";"LE SAMOVAR";"Valide";"une association de loi 1901 ou 1908";"93170";"Seine-Saint-Denis";"Île-de-France";"90.01Z";"PLATESV-R-2020-002186";"2025-06-18";"48.85825469981633";"2.414777613619788"
"Le Luisant";"L ATELIER VAL D AUBOIS";"Valide";"une association de loi 1901 ou 1908";"18150";"Cher";"Centre-Val de Loire";"90.04Z";"PLATESV-R-2022-005977";"2025-06-18";"46.98339613717014";"2.88102063964079"
"THEATRE LA BRUYERE";"THEATRE LA BRUYERE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75009";"Paris";"Île-de-France";"90.01Z";"PLATESV-R-2020-005045";"2025-06-18";"48.88345508678249";"2.327164725373034"
"Château de Tilloloy";"GINGER";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"80700";"Somme";"Hauts-de-France";"90.01Z";"1-000530";"2025-08-17";"49.89976114896592";"2.226839974216019"
"Le château Forbin";"ASSOCIATION LES NOCTURNES A SOLLIES-PONT";"Valide";"une association de loi 1901 ou 1908";"83210";"Var";"Provence-Alpes-Côte d'Azur";"90.01Z";"1-000532";"2025-06-18";"43.154713923077495";"6.025683788764439"
"Au Refuge";"LAUGIER YANN";"Valide";"";"06660";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"56.10A";"1-000534";"2025-06-18";"44.21541176763105";"6.82290348877437"
"Des Lendemains Qui Chantent";"DES LENDEMAINS QUI CHANTENT";"Valide";"une association de loi 1901 ou 1908";"19000";"Corrèze";"Nouvelle-Aquitaine";"90.01Z";"PLATESV-R-2020-005198";"2025-06-18";"45.241944355364424";"1.733864077338678"
"Cirque Romanès";"RSB PRODUCTION";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75016";"Paris";"Île-de-France";"90.01Z";"1-000543";"2026-01-08";"48.892628841530346";"2.300588268146194"
"THEATRE DUCOURNEAU";"COMMUNE D AGEN";"Valide";"un organisme public ou mixte";"47000";"Lot-et-Garonne";"Nouvelle-Aquitaine";"84.11Z";"PLATESV-R-2020-003781";"2025-07-02";"44.21303586389229";"0.602614541869101"
"Mise à nuit";"MISE A NUIT";"Invalide";"une association de loi 1901 ou 1908";"75018";"Paris";"Île-de-France";"94.99Z";"1-000554";"";"48.9011472414796";"2.335171130235882"
"Théâtre Henri Fluchère";"SYNDICAT MIXTE SCENES DE HAUTE-PROVENCE";"Valide";"un organisme public ou mixte";"04220";"Alpes-de-Haute-Provence";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-000556";"2025-06-19";"43.87848582484149";"5.762386833817899"
"Théâtre Jean-le-Bleu";"SYNDICAT MIXTE SCENES DE HAUTE-PROVENCE";"Valide";"un organisme public ou mixte";"04100";"Alpes-de-Haute-Provence";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-000558";"2025-06-19";"43.87848582484149";"5.762386833817899"
"THEATRE EQUESTRE DE CHAMPAGNE";"THEATRE EQUESTRE DE CHAMPAGNE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"10500";"Aube";"Grand-Est";"90.01Z";"1-000559";"2025-06-19";"48.456597652239566";"4.63561630785046"
"Moulin Saint André";"SYNDICAT MIXTE SCENES DE HAUTE-PROVENCE";"Valide";"un organisme public ou mixte";"83560";"Alpes-de-Haute-Provence";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-000563";"2025-06-19";"43.87848582484149";"5.762386833817899"
"Stationnement à Contre";"TE-O-SOLEIL";"Valide";"une association de loi 1901 ou 1908";"80160";"Somme";"Hauts-de-France";"94.99Z";"1-000568";"2025-06-19";"49.753998563053635";"2.080726757040451"
