"nom_lieu";"raison_sociale";"statut";"type_declarant";"code_postal";"departement";"region";"code_naf";"numero";"date_validite";"latitude";"longitude"
"Espace C½ur en Scène";"COMMUNE DE ROUANS";"Valide";"un organisme public ou mixte";"44640";"Loire-Atlantique";"Pays-de-la-Loire";"84.11Z";"1-004460";"2025-09-10";"47.20582982071309";"-1.921177664743084"
"Salle du Grand Marais";"COMMUNE DE RIORGES";"Valide";"un organisme public ou mixte";"42153";"Loire";"Auvergne-Rhône-Alpes";"84.11Z";"1-004469";"2025-09-12";"46.02673374554674";"4.00339779544638"
"Chapiteau";"COMPAGNIE DU CIRQUE EXALTE";"Valide";"une association de loi 1901 ou 1908";"72100";"Sarthe";"Pays-de-la-Loire";"90.01Z";"1-004473";"2025-10-08";"47.99832237368656";"0.236091424165445"
"Le Son de la Terre";"LE SON DE LA TERRE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75005";"Paris";"Île-de-France";"56.10A";"1-004474";"2025-09-10";"48.84024227320135";"2.361966407324183"
"Salle Georges Brassens";"COMMUNE DE YVRE L'EVEQUE";"Valide";"un organisme public ou mixte";"72530";"Sarthe";"Pays-de-la-Loire";"84.11Z";"1-004491";"2025-09-11";"48.06297484159684";"0.317169271523992"
"Lacaze aux sottises";"LACAZE AUX SOTTISES";"Valide";"une association de loi 1901 ou 1908";"64390";"Pyrénées-Atlantiques";"Nouvelle-Aquitaine";"90.01Z";"1-004503";"2025-09-11";"43.47885968848398";"-1.023445300034945"
"Arena Stade Couvert Régional Lievin";"SYNDICAT MIXTE POUR L EXPLOITATION DU STADE COUVERT REGIONAL DE LIEVIN";"Valide";"un organisme public ou mixte";"62800";"Pas-de-Calais";"Hauts-de-France";"93.11Z";"1-004508";"2025-09-11";"50.43832863768587";"2.74527138306499"
"Espace culturel et sportif Le Bois aux Dames";"COMMUNE DE SAMOENS";"Valide";"un organisme public ou mixte";"74340";"Haute-Savoie";"Auvergne-Rhône-Alpes";"84.11Z";"1-004527";"2025-12-06";"46.12926619268427";"6.815114581520599"
"salle des fêtes";"COMMUNE DE FLEURY";"Valide";"un organisme public ou mixte";"11560";"Aude";"Occitanie";"84.11Z";"1-004534";"2025-11-16";"43.20775835163336";"3.129602044077282"
"salle polyvalente le hangar";"COMMUNE DE FLEURY";"Valide";"un organisme public ou mixte";"11560";"Aude";"Occitanie";"84.11Z";"1-004535";"2025-11-16";"43.20775835163336";"3.129602044077282"
"IL GRANDE";"ITALIAN STYLE PALM BEACH";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"06400";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"56.10A";"1-004538";"";"43.50629692028842";"7.057098593270103"
"Lieu de plein air : Place du château (Plac Jerri Hans) - CENTRE CULTUREL/SALLE POLYVALENTE - 63 Rue Principale (lieu de repli).";"COMMUNE DE LA PETITE PIERRE";"Valide";"un organisme public ou mixte";"67290";"Bas-Rhin";"Grand-Est";"84.11Z";"1-004555";"2025-09-13";"48.95113951933663";"7.37960514768271"
"MAHJ";"MUSEE D ART ET D HISTOIRE DU JUDAISME";"Valide";"une association de loi 1901 ou 1908";"75003";"Paris";"Île-de-France";"91.02Z";"1-004563";"2025-09-13";"48.86198542308994";"2.350164450262719"
"Les ARCS";"COMMUNE DE QUEVEN";"Valide";"un organisme public ou mixte";"56530";"Morbihan";"Bretagne";"84.11Z";"1-004565";"2025-09-13";"47.826659290207466";"-3.440167455569103"
"Le Lissiaco";"COMMUNE DE LISSIEU";"Valide";"un organisme public ou mixte";"69380";"Rhône";"Auvergne-Rhône-Alpes";"84.11Z";"1-004573";"2025-10-22";"45.878493320239066";"4.7425579286506"
"Théâtre de marionnettes du Parc Monceau";"RANK MICHEL";"Valide";"";"75008";"Paris";"Île-de-France";"90.01Z";"1-004576";"2025-09-13";"48.840246627980314";"2.334862059021432"
"Théâtre Aurillac";"COMMUNE DE AURILLAC";"Valide";"un organisme public ou mixte";"15000";"Cantal";"Auvergne-Rhône-Alpes";"84.11Z";"1-004580";"2025-12-21";"44.909340910762815";"2.297005992688218"
"LE CHAUDRON MAGIK";"LE CHAUDRON MAGIK";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"14100";"Calvados";"Normandie";"90.01Z";"1-004591";"2025-10-30";"49.09494590701967";"0.219570942622734"
"Bistro de la Mairie";"BDM";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"63000";"Puy-de-Dôme";"Auvergne-Rhône-Alpes";"56.10A";"1-004592";"2025-09-13";"45.806639004171856";"3.162314136770307"
"Aerofab Taproom";"AEROBAR";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"44200";"Loire-Atlantique";"Pays-de-la-Loire";"56.30Z";"1-004617";"2025-09-14";"47.22792826416092";"-1.478964872839054"
"Collis Martis";"COLLIS MARTIS";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"68000";"Haut-Rhin";"Grand-Est";"56.10A";"1-004626";"2025-09-16";"48.11416907665345";"7.329340107282827"
"SALLE DES ARLUCS";"COMMUNE DE CANNES";"Valide";"un organisme public ou mixte";"06150";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-004639";"2025-11-01";"43.50629692028842";"7.057098593270103"
"SALLE PROSPER MERIMEE  LA LICORNE";"COMMUNE DE CANNES";"Valide";"un organisme public ou mixte";"06150";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-004641";"2025-10-31";"43.50629692028842";"7.057098593270103"
"ESPACE MIRAMAR";"COMMUNE DE CANNES";"Invalide";"un organisme public ou mixte";"06400";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-004642";"";"43.50629692028842";"7.057098593270103"
"MEDIATHEQUE NOAILLES";"COMMUNE DE CANNES";"Valide";"un organisme public ou mixte";"06400";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-004643";"2025-10-31";"43.50629692028842";"7.057098593270103"
"THEATRE ALEXANDRE III";"COMMUNE DE CANNES";"Valide";"un organisme public ou mixte";"06400";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-004645";"2025-10-31";"43.50629692028842";"7.057098593270103"
"VISAGES DU MONDE";"COMMUNE DE CERGY";"Valide";"un organisme public ou mixte";"95800";"Val-d'Oise";"Île-de-France";"84.11Z";"1-004646";"2025-09-27";"49.064698782847294";"2.120382587425359"
"SALLE POLYVALENTE";"COMMUNE DE VERTEILLAC";"Valide";"un organisme public ou mixte";"24320";"Dordogne";"Nouvelle-Aquitaine";"84.11Z";"1-004658";"2025-10-02";"45.39695531203942";"0.262805742256112"
"base de Loisirs  des Lagunes";"COMMUNE DE FLEURY";"Valide";"un organisme public ou mixte";"11560";"Aude";"Occitanie";"84.11Z";"1-004664";"2025-11-16";"43.20775835163336";"3.129602044077282"
"Parc de Drouille";"COMMUNE DE MANOSQUE";"Invalide";"un organisme public ou mixte";"04100";"Alpes-de-Haute-Provence";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-004677";"";"43.87848582484149";"5.762386833817899"
"Salle Fernand Beaufils";"CA SAINT-LO AGGLO";"Valide";"un organisme public ou mixte";"50000";"Manche";"Normandie";"84.11Z";"1-004684";"2025-10-18";"49.094826624444586";"-1.125304332652872"
"Salle de l'Etincelle";"ALLIANCE CEB";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"24100";"Dordogne";"Nouvelle-Aquitaine";"90.01Z";"1-004699";"2025-10-03";"44.81353976919556";"0.441895277188381"
"RED CLUB";"REDTEAM";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"37210";"Indre-et-Loire";"Centre-Val de Loire";"90.01Z";"1-004702";"2025-09-19";"47.4657750652355";"0.846068331415626"
"Salle de spectacle le Tortill'art";"COMMUNE DE SAINT AMANS SOULT";"Valide";"un organisme public ou mixte";"81240";"Tarn";"Occitanie";"84.11Z";"1-004712";"2025-12-12";"43.542863935296";"2.508770808075253"
"EMPHYTEOSE";"LE JOVIAL";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"53000";"Mayenne";"Pays-de-la-Loire";"56.30Z";"1-004721";"2025-12-14";"48.03614822599731";"-0.80050610246305"
"Dôme CTS Fuite(s) pour Flûte(s)";"CIRQUE DES PETITES NATURES";"Valide";"une association de loi 1901 ou 1908";"31420";"Haute-Garonne";"Occitanie";"90.01Z";"1-004722";"2025-09-20";"43.22818461976844";"0.998292893511842"
"BLACK'S PUB";"BLACK'S PUB";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"35470";"Ille-et-Vilaine";"Bretagne";"56.30Z";"1-004728";"2025-10-26";"47.89932546738504";"-1.75730335716591"
"Espace Morgado";"SCI LE CAP";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"38300";"Rhône";"Auvergne-Rhône-Alpes";"68.20B";"1-004731";"";"45.75690010721998";"4.876350830962694"
"strapontin café";"BASTGEN & BONVIN";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"37000";"Indre-et-Loire";"Centre-Val de Loire";"56.30Z";"1-004736";"2025-09-19";"47.361715482696674";"0.689210702589968"
"Le Quai des Arts";"COMMUNE DE VEYNES";"Valide";"un organisme public ou mixte";"05400";"Hautes-Alpes";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-004738";"2025-09-20";"44.51911119554311";"5.782375167893625"
"Salle Lino Ventura";"COMMUNE DE SACLAY";"Valide";"un organisme public ou mixte";"91400";"Essonne";"Île-de-France";"84.11Z";"1-004741";"2025-09-20";"48.72099909878759";"2.203594853513795"
"Espace Jeanne Moreau";"COMMUNE DE SACLAY";"Valide";"un organisme public ou mixte";"91400";"Essonne";"Île-de-France";"84.11Z";"1-004744";"2025-09-20";"48.72099909878759";"2.203594853513795"
"Les Grands Prés";"COMMUNE DE VENDOME";"Invalide";"un organisme public ou mixte";"41100";"Loir-et-Cher";"Centre-Val de Loire";"84.11Z";"1-004748";"";"47.73248046453442";"1.216572303804019"
"THEATRE EL DUENDE";"THEATRE EL DUENDE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"94200";"Val-de-Marne";"Île-de-France";"90.04Z";"1-004755";"2025-09-20";"48.81655726436135";"2.40940041287323"
"CASINO TERRAZUR";"CAGNES SUR MER LOISIRS SAS";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"06800";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"92.00Z";"1-004757";"2025-09-24";"43.69326186832693";"7.164030457179819"
"la scene parisienne (enseigne commerciale de la scène parisienne productions)";"LA SCENE PARISIENNE PRODUCTIONS";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75009";"Paris";"Île-de-France";"90.02Z";"1-004764";"2025-09-21";"48.88345508678249";"2.327164725373034"
"PIANO'CKTAIL";"COMMUNE DE BOUGUENAIS";"Valide";"un organisme public ou mixte";"44340";"Loire-Atlantique";"Pays-de-la-Loire";"84.11Z";"1-004767";"2025-11-27";"47.188567083032524";"-1.668225747287058"
"SAINT-MARTIN-D'HERES EN SCENE - ESPACE CULTUREL RENE PROBY";"COMMUNE DE SAINT MARTIN D HERES";"Valide";"un organisme public ou mixte";"38400";"Isère";"Auvergne-Rhône-Alpes";"84.11Z";"1-004774";"2025-09-21";"45.19584244829581";"5.763018901491961"
"SAINT-MARTIN-D'HERES EN SCENE - L'HEURE BLEUE";"COMMUNE DE SAINT MARTIN D HERES";"Valide";"un organisme public ou mixte";"38400";"Isère";"Auvergne-Rhône-Alpes";"84.11Z";"1-004777";"2025-09-21";"45.19584244829581";"5.763018901491961"
"Espace Rotonde";"COMMEDIAMUSE";"Invalide";"une association de loi 1901 ou 1908";"76650";"Seine-Maritime";"Normandie";"90.01Z";"1-004816";"";"49.397019643083894";"1.011442793032048"
"Théâtre des Halles";"THEATRE DES HALLES";"Valide";"une association de loi 1901 ou 1908";"84000";"Vaucluse";"Provence-Alpes-Côte d'Azur";"90.01Z";"1-004818";"2025-09-26";"43.996639891561024";"4.845568850662445"
"La Coloc' de la culture";"COMMUNE DE COURNON D AUVERGNE";"Valide";"un organisme public ou mixte";"63800";"Puy-de-Dôme";"Auvergne-Rhône-Alpes";"84.11Z";"1-004825";"2025-09-28";"45.7314286654086";"3.260912496227867"
"SOCIETE DU CASINO ET DES BAINS DE MER";"SOC CASINO BAINS MER DIEPPE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"76200";"Seine-Maritime";"Normandie";"92.00Z";"1-004829";"2025-09-24";"49.91121333214002";"1.084044376729852"
"Salle de l'Alambic";"COMMUNE DE COURNON D AUVERGNE";"Valide";"un organisme public ou mixte";"63800";"Puy-de-Dôme";"Auvergne-Rhône-Alpes";"84.11Z";"1-004834";"2025-10-02";"45.7314286654086";"3.260912496227867"
"THEATRE ROGER LAFAILLE";"COMMUNE DE CHENNEVIERES-SUR-MARNE";"Valide";"un organisme public ou mixte";"94430";"Val-de-Marne";"Île-de-France";"84.11Z";"1-004836";"2025-09-24";"48.80556398375561";"2.544877017021624"
"Théâtre Mariska";"BOUCLET'S";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"59830";"Nord";"Hauts-de-France";"90.01Z";"1-004837";"2025-09-24";"50.56081089439951";"3.262763129084199"
"Salle Polyvalente";"COMMUNE DE COURNON D AUVERGNE";"Valide";"un organisme public ou mixte";"63800";"Puy-de-Dôme";"Auvergne-Rhône-Alpes";"84.11Z";"1-004838";"2025-10-02";"45.7314286654086";"3.260912496227867"
"BIEN PUBLIC";"LE BELVEDERE";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"33100";"Gironde";"Nouvelle-Aquitaine";"56.30Z";"1-004845";"";"44.843853243055406";"-0.630420855296093"
"LE TANTRA";"HYDE B";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"97200";"Martinique";"Martinique";"56.30Z";"1-004858";"";"14.654780497791647";"-61.09286214721716"
"LA NOUVELLE VAGUE";"TERRANOVA";"Valide";"une association de loi 1901 ou 1908";"35400";"Ille-et-Vilaine";"Bretagne";"90.04Z";"1-004879";"2025-09-25";"48.6529116566471";"-2.038770909616357"
"Les frigos";"COMPAGNIE DERACINEMOA";"Invalide";"une association de loi 1901 ou 1908";"57000";"Moselle";"Grand-Est";"90.01Z";"1-004882";"";"49.11742946521334";"6.166697339801951"
"BIEN PUBLIC";"LE BELVEDERE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"33100";"Paris";"Île-de-France";"93.29Z";"1-004897";"2025-10-05";"48.85870400054469";"2.414701692063775"
"CARTIER ET COMPAGNIE";"SOCIETE CARTIER ET COMPAGNIE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75001";"Paris";"Île-de-France";"90.01Z";"1-004898";"2025-09-25";"48.840246627980314";"2.334862059021432"
"Le Kastelet";"BOUCLET'S";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"62300";"Nord";"Hauts-de-France";"90.01Z";"1-004903";"2025-09-25";"50.56081089439951";"3.262763129084199"
"La Baule Comedy Club";"LB COMEDY CLUB";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"44500";"Loire-Atlantique";"Pays-de-la-Loire";"56.30Z";"1-004915";"2025-10-24";"47.303196079651016";"-2.297022884553247"
"LA VIA FERRATA / IVORY";"LA VIA FERRATA";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"73120";"Savoie";"Auvergne-Rhône-Alpes";"56.10A";"1-004923";"";"45.447858806340584";"6.592704205000461"
"camping club le littoral";"CAMPING LE LITTORAL";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"66700";"Pyrénées-Orientales";"Occitanie";"55.30Z";"1-004930";"2025-09-26";"42.57389348884457";"2.98406231715035"
"Camping Pontaillac Plage";"LES CAMPEOLES";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"17200";"Charente-Maritime";"Nouvelle-Aquitaine";"55.30Z";"1-004952";"";"45.69836180844268";"-0.98873038669177"
"Le Triplex";"COMMUNE DE HOUILLES";"Valide";"un organisme public ou mixte";"78800";"Yvelines";"Île-de-France";"84.11Z";"1-004954";"2025-09-27";"48.91690753670144";"2.195533182135669"
"SALLE LE FIRMAMENT";"COMMUNE DE FIRMINY";"Valide";"un organisme public ou mixte";"42700";"Loire";"Auvergne-Rhône-Alpes";"84.11Z";"1-004955";"2025-09-28";"45.371442476148935";"4.308055431734243"
"Zembro Café";"ZEMBRO CAFE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"97425";"La Réunion";"La Réunion";"56.30Z";"1-004957";"2025-10-25";"-21.21178831160341";"55.337484024925175"
"MAISON DELA CULTURE LE CORBUSIER";"COMMUNE DE FIRMINY";"Valide";"un organisme public ou mixte";"42700";"Loire";"Auvergne-Rhône-Alpes";"84.11Z";"1-004962";"2025-09-27";"45.371442476148935";"4.308055431734243"
"L'USINE CONCEPT STORE";"PHIL & OD";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"83700";"Var";"Provence-Alpes-Côte d'Azur";"56.30Z";"1-004963";"2025-10-02";"43.407391796775585";"6.774501162729764"
"Terrain Neutre Théâtre (TNT)";"DESIR DES ARTS";"Valide";"une association de loi 1901 ou 1908";"44000";"Loire-Atlantique";"Pays-de-la-Loire";"90.01Z";"1-004978";"2025-09-27";"47.22792826416092";"-1.478964872839054"
"Amphithéâtre culturel";"UNIVERSITE LUMIERE LYON 2";"Valide";"un organisme public ou mixte";"69500";"Rhône";"Auvergne-Rhône-Alpes";"85.42Z";"1-004979";"2025-09-28";"45.73695820161165";"4.848455489338264"
"Patronage Laïque";"COMMUNE DE NIORT";"Valide";"un organisme public ou mixte";"79000";"Deux-Sèvres";"Nouvelle-Aquitaine";"84.11Z";"1-004983";"2025-09-27";"46.36563002057502";"-0.499057788814235"
"MAISON DE QUARTIER DES LINANDES";"COMMUNE DE CERGY";"Valide";"un organisme public ou mixte";"95000";"Val-d'Oise";"Île-de-France";"84.11Z";"1-004985";"2025-09-27";"49.064698782847294";"2.120382587425359"
"Citadelle";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005014";"2025-11-07";"47.30953561102635";"6.036162144254003"
"Maison  de quartier Grette Butte";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005015";"2025-10-04";"47.30953561102635";"6.036162144254003"
"Maison de quartier Battant";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005016";"2025-11-05";"47.30953561102635";"6.036162144254003"
"Maison de quartier Planoise";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005017";"2025-09-28";"47.30953561102635";"6.036162144254003"
"Musée du Temps";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005018";"2025-10-04";"47.30953561102635";"6.036162144254003"
"Médiathèque Pierre Bayle";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005019";"2025-10-04";"47.30953561102635";"6.036162144254003"
"Maison  de quartier Montrapon- Fontaine Ecu";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005022";"2025-09-28";"47.30953561102635";"6.036162144254003"
"Musée des Beaux- Arts et d?Archéologie";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005025";"2025-10-04";"47.30953561102635";"6.036162144254003"
"SALLE DE SPECTACLE MARCET";"COMMUNE DE BOUGUENAIS";"Valide";"un organisme public ou mixte";"44340";"Loire-Atlantique";"Pays-de-la-Loire";"84.11Z";"1-005026";"2025-11-27";"47.188567083032524";"-1.668225747287058"
"Kursaal";"COMMUNE DE BESANCON";"Valide";"un organisme public ou mixte";"25000";"Doubs";"Bourgogne-Franche-Comté";"84.11Z";"1-005031";"2025-09-28";"47.30953561102635";"6.036162144254003"
"Vodanum";"COMMUNE DE ROCHECORBON";"Valide";"un organisme public ou mixte";"37210";"Indre-et-Loire";"Centre-Val de Loire";"84.11Z";"1-005034";"2025-09-28";"47.4657750652355";"0.846068331415626"
"SAINT GERVAIS LOISIRS SAS";"SAINT GERVAIS LOISIRS SAS";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"74170";"Haute-Savoie";"Auvergne-Rhône-Alpes";"92.00Z";"1-005042";"2025-10-04";"45.832474856192896";"6.861470554574543"
"CINEMA GERARD PHILIPE";"COMMUNE DE GUJAN MESTRAS";"Valide";"un organisme public ou mixte";"33470";"Gironde";"Nouvelle-Aquitaine";"84.11Z";"1-005048";"2025-10-24";"44.510251816685106";"-1.01117728692008"
"Pôle culturel - MJC Calonne";"MAISON DES JEUNES";"Valide";"une association de loi 1901 ou 1908";"08200";"Ardennes";"Grand-Est";"94.99Z";"1-005050";"2025-09-28";"49.692031162842326";"4.939070253255484"
"MAISON DES ARTS";"COMMUNE DE GUJAN MESTRAS";"Invalide";"un organisme public ou mixte";"33470";"Gironde";"Nouvelle-Aquitaine";"84.11Z";"1-005053";"";"44.510251816685106";"-1.01117728692008"
"salle des arcades";"LE PLANCHER DES MONTS";"Valide";"une association de loi 1901 ou 1908";"69850";"Rhône";"Auvergne-Rhône-Alpes";"90.01Z";"1-005058";"2026-01-01";"45.628516581564085";"4.582788111940678"
"Le Guichet Montparnasse";"GUICHET MONTPARNASSE SAS";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75014";"Paris";"Île-de-France";"70.10Z";"1-005060";"2025-09-28";"48.840246627980314";"2.334862059021432"
"NINKASI";"BMS";"Invalide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"85000";"Vendée";"Pays-de-la-Loire";"70.10Z";"1-005069";"";"46.711338689461506";"-1.510551508945551"
"Conservatoire Arthur Honegger";"COMMUNE DE LE HAVRE";"Valide";"un organisme public ou mixte";"76600";"Seine-Maritime";"Normandie";"90.04Z";"1-005102";"2025-10-01";"49.48775834012295";"0.191422505716874"
"Espace Dantza";"ASSOCIATION EM-PHASE";"Valide";"une association de loi 1901 ou 1908";"64000";"Pyrénées-Atlantiques";"Nouvelle-Aquitaine";"90.01Z";"1-005112";"2025-10-01";"43.32063226125862";"-0.294368383613686"
"LA CITE LE CENTRE DES CONGRES DE NANTES";"LA CITE LE CENTRE DES CONGRES DE NANTES";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"44000";"Loire-Atlantique";"Pays-de-la-Loire";"82.30Z";"1-005129";"2025-10-01";"47.22792826416092";"-1.478964872839054"
"Glazart";"ASSOC GLAZ'ART";"Valide";"une association de loi 1901 ou 1908";"75019";"Paris";"Île-de-France";"90.04Z";"1-005147";"2025-10-01";"48.88167694638392";"2.403654858139889"
"L'Accordeur";"L'ACCORDEUR";"Valide";"une association de loi 1901 ou 1908";"33910";"Gironde";"Nouvelle-Aquitaine";"90.01Z";"1-005169";"2025-10-02";"45.00253633249422";"-0.248537057691422"
"SALLE PLEYEL";"PLEYEL GESTION";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75008";"Paris";"Île-de-France";"90.04Z";"1-005175";"2025-10-02";"48.86360830499074";"2.310390240755495"
"Le Passage";"LE PASSAGE";"Valide";"une association de loi 1901 ou 1908";"76400";"Seine-Maritime";"Normandie";"90.01Z";"1-005182";"2025-10-17";"49.776030758537665";"0.43239446331894"
"AUDENTIA";"AUDENTIA";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"65000";"Hautes-Pyrénées";"Occitanie";"56.30Z";"1-005184";"2025-10-09";"43.264939100667924";"0.080251482704106"
"Loko";"LOKO";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"56400";"Morbihan";"Bretagne";"56.10A";"1-005202";"2025-10-02";"47.63904705912137";"-2.955455446198009"
"EGLISE SAINT GERMAIN";"COMMUNE D ANDRESY";"Valide";"un organisme public ou mixte";"78570";"Yvelines";"Île-de-France";"84.11Z";"1-005204";"2025-10-11";"48.99334383332097";"2.071922930923234"
"ESPACE JULIEN-GREEN";"COMMUNE D ANDRESY";"Valide";"un organisme public ou mixte";"78570";"Yvelines";"Île-de-France";"84.11Z";"1-005205";"2025-10-11";"48.99334383332097";"2.071922930923234"
"Théâtre de Privas";"REGIE PERSONNALISEE GEST THEATRE PRIVAS";"Invalide";"un organisme public ou mixte";"07000";"Ardèche";"Auvergne-Rhône-Alpes";"90.01Z";"1-005221";"";"44.74823188008442";"4.556079654569135"
"La Mégisserie";"ETS PUB COOPERAT CULTUREL VIENNE GLANE";"Valide";"un organisme public ou mixte";"87200";"Haute-Vienne";"Nouvelle-Aquitaine";"90.01Z";"1-005228";"2025-10-03";"45.93132750883736";"0.812197399652958"
"flamenco vivo";"FLAMENCO VIVO";"Invalide";"une association de loi 1901 ou 1908";"38300";"Isère";"Auvergne-Rhône-Alpes";"90.01Z";"1-005229";"";"45.520293056342645";"5.372490885351725"
"Forum du Casino";"COMMUNE D HYERES";"Valide";"un organisme public ou mixte";"83400";"Var";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-005231";"2025-10-30";"42.99958872513434";"6.16132610705155"
"THEATRE DU PAVE";"THEATRE DU PAVE";"Valide";"une association de loi 1901 ou 1908";"31400";"Haute-Garonne";"Occitanie";"90.01Z";"1-005238";"2025-10-18";"43.57981812964412";"1.504687928408735"
"Etablissement public du château, du musée et du domaine national de Versailles";"ETABLISSEMENT PUBLIC DU CHATEAU DU MUSEE ET DU DOMAINE NATIONAL DE VERSAILLES";"Valide";"un organisme public ou mixte";"78000";"Yvelines";"Île-de-France";"91.03Z";"1-005261";"2025-10-03";"48.8284864290046";"2.148481478955964"
"LE BLACK SOÛL";"D.S.A.";"Invalide";"";"81600";"Tarn";"Occitanie";"56.30Z";"1-005278";"";"43.86294256420595";"1.907944978690501"
"Le Blackwood";"37 TER";"Invalide";"";"81990";"Tarn";"Occitanie";"56.10A";"1-005280";"";"43.911742208010466";"2.130304062700119"
"Le Méta Centre Dramatique National Poitiers Nouvelle-Aquitaine - Méta UP";"LE META - CENTRE DRAMATIQUE NATIONAL POITIERS NOUVELLE AQUITAINE";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"86000";"Vienne";"Nouvelle-Aquitaine";"90.01Z";"1-005283";"2025-11-01";"46.5901091254865";"0.450195545504908"
"MEDIATHEQUE ALPHONSE DAUDET";"SAINT QUENTIN EN YVELINES";"Valide";"un organisme public ou mixte";"78370";"Yvelines";"Île-de-France";"84.11Z";"1-005285";"2025-10-04";"48.79968717564235";"1.986481873810219"
"ESPACE DELTA";"COMMUNE DE PLEURTUIT";"Valide";"un organisme public ou mixte";"35730";"Ille-et-Vilaine";"Bretagne";"84.11Z";"1-005289";"2025-11-02";"48.55207791882181";"-2.052551487592855"
"Sweet Paradise";"BUSINESS ENTERTAINMENT";"Valide";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75002";"Paris";"Île-de-France";"90.01Z";"1-005291";"2025-10-04";"48.87068784518641";"2.347918228212595"
